amount,payment_date,return_date,rental_date,first_name,last_name,address,title,rating,length,language,string_agg
4.99,2020-03-19 18:03:59.996577+00,2005-08-24 19:09:33+00,2005-08-19 18:35:33+00,BERNICE,WILLIS,29 Pyongyang Loop,WORDS HUNTER,PG,116,English             ,"SUSANDAVIS,FAYWINSLET,GENEWILLIS,SCARLETTBENING,ADAMHOPPER,IANTANDY"
4.99,2020-03-19 18:09:03.996577+00,2005-08-21 18:09:37+00,2005-08-19 18:40:37+00,TRACEY,BARRETT,1006 Santa Brbara dOeste Manor,TRIP NEWTON,PG-13,64,English             ,"MATTHEWCARREY,KEVINGARLAND,PENELOPEMONROE,WOODYJOLIE"
4.99,2020-03-19 18:11:34.996577+00,2005-08-24 15:30:08+00,2005-08-19 18:43:08+00,EVERETT,BANDA,1741 Hoshiarpur Boulevard,INTENTIONS EMPIRE,PG-13,107,English             ,"ANGELINAASTAIRE,MARYKEITEL"
2.99,2020-03-19 18:16:33.996577+00,2005-08-23 14:28:07+00,2005-08-19 18:48:07+00,PAULINE,HENRY,261 Saint Louis Way,DIVIDE MONSTER,PG-13,68,English             ,"GENEMCKELLEN,HENRYBERRY,ALANDREYFUSS,CHRISTIANNEESON,CHRISTIANAKROYD,SANDRAKILMER"
0.99,2020-03-19 18:19:26.996577+00,2005-08-20 19:26:00+00,2005-08-19 18:51:00+00,BOB,PFEIFFER,415 Pune Avenue,VOICE PEACH,PG-13,139,English             ,"VIVIENBERGEN,HELENVOIGHT,ALGARLAND"
4.99,2020-03-19 18:20:28.996577+00,2005-08-22 20:14:02+00,2005-08-19 18:52:02+00,RAYMOND,MCWHORTER,503 Sogamoso Loop,LIES TREATMENT,NC-17,147,English             ,"JOHNNYCAGE,HELENVOIGHT,WALTERTORN,KENNETHTORN,DANHARRIS,JONCHASE,WARRENJACKMAN"
4.99,2020-03-19 18:21:18.996577+00,2005-08-20 17:56:52+00,2005-08-19 18:52:52+00,MORRIS,MCCARTER,1568 Celaya Parkway,BREAKFAST GOLDFINGER,G,123,English             ,"JULIAZELLWEGER,MICHAELBOLGER,ANGELINAASTAIRE,RUSSELLTEMPLE,ALGARLAND"
4.99,2020-03-19 18:24:11.996577+00,2005-08-22 14:05:45+00,2005-08-19 18:55:45+00,THERESA,WATSON,89 Allappuzha (Alleppey) Manor,HALL CASSIDY,NC-17,51,English             ,"JAYNESILVERSTONE,GINADEGENERES,CAMERONWRAY,RIPCRAWFORD,JOHNNYLOLLOBRIGIDA"
4.99,2020-03-19 18:24:27.996577+00,2005-08-20 21:16:01+00,2005-08-19 18:56:01+00,WARREN,SHERROD,1621 Tongliao Avenue,CENTER DINOSAUR,PG,152,English             ,"GEOFFREYHESTON,ALECWAYNE,EDGUINESS,FAYWINSLET"
3.99,2020-03-19 18:25:21.996577+00,2005-08-25 00:19:55+00,2005-08-19 18:56:55+00,LOUIS,LEONE,1191 Tandil Drive,POLLOCK DELIVERANCE,PG,137,English             ,"JULIAFAWCETT,CARMENHUNT,GOLDIEBRODY,DUSTINTAUTOU,GROUCHOSINATRA,BURTTEMPLE"
2.99,2020-03-19 18:27:47.996577+00,2005-08-20 14:34:21+00,2005-08-19 18:59:21+00,SHERRI,RHODES,922 Vila Velha Loop,VACATION BOONDOCK,R,145,English             ,"CHRISTIANGABLE,ADAMHOPPER,GRETAKEITEL,MEGHAWKE,LISAMONROE,FAYKILMER"
4.99,2020-03-19 18:28:51.996577+00,2005-08-21 16:03:25+00,2005-08-19 19:00:25+00,SARAH,LEWIS,1780 Hino Boulevard,STING PERSONAL,NC-17,93,English             ,"SPENCERDEPP,HARRISONBALE,BENHARRIS,KEVINGARLAND,GENEWILLIS,AUDREYOLIVIER,GRACEMOSTEL"
2.99,2020-03-19 18:29:17.996577+00,2005-08-25 13:30:51+00,2005-08-19 19:00:51+00,ANGEL,BARCLAY,496 Celaya Drive,POND SEATTLE,PG-13,185,English             ,"DARYLWAHLBERG,GENEHOPKINS,RIVERDEAN"
0.99,2020-03-19 18:30:59.996577+00,2005-08-21 23:45:33+00,2005-08-19 19:02:33+00,CARLOS,COUGHLIN,97 Mogiljov Lane,BROTHERHOOD BLANKET,R,73,English             ,"FREDCOSTNER,FRANCESDAY-LEWIS,DARYLCRAWFORD,JUDECRUISE,JAYNENEESON"
0.99,2020-03-19 18:31:44.996577+00,2005-08-24 19:09:18+00,2005-08-19 19:03:18+00,DENISE,KELLY,1206 Dos Quebradas Place,HAUNTING PIANIST,R,181,English             ,"JAYNENEESON,SEANGUINESS,CHARLIZEDENCH,GRETAMALDEN,MARYKEITEL"
5.99,2020-03-19 18:31:48.996577+00,2005-08-24 22:42:22+00,2005-08-19 19:03:22+00,VIOLET,RODRIQUEZ,1912 Allende Manor,DETAILS PACKER,R,88,English             ,"SALMANOLTE,MICHELLEMCCONAUGHEY"
2.99,2020-03-19 18:35:23.996577+00,2005-08-20 15:31:57+00,2005-08-19 19:06:57+00,JEREMY,HURTADO,1133 Rizhao Avenue,SHANGHAI TYCOON,PG,47,English             ,"NICKSTALLONE,JULIAFAWCETT,LUCILLETRACY,LAURABRODY,DANSTREEP,JODIEDEGENERES,BENWILLIS,HENRYBERRY"
4.99,2020-03-19 18:38:25.996577+00,2005-08-23 21:59:59+00,2005-08-19 19:09:59+00,JACQUELINE,LONG,870 Ashqelon Loop,SOMETHING DUCK,NC-17,180,English             ,"MICHAELBOLGER,EDMANSFIELD,LAURABRODY"
8.99,2020-03-19 18:47:02.996577+00,2005-08-28 20:34:36+00,2005-08-19 19:18:36+00,HELEN,HARRIS,419 Iligan Lane,FIDELITY DEVIL,G,118,English             ,"HELENVOIGHT,PENELOPECRONYN,ALANDREYFUSS,RUSSELLCLOSE"
3.99,2020-03-19 18:47:05.996577+00,2005-08-28 20:06:39+00,2005-08-19 19:18:39+00,JANET,PHILLIPS,1718 Valencia Street,VOLCANO TEXAS,NC-17,157,English             ,"CATEMCQUEEN,ALBERTNOLTE,CUBAOLIVIER,RUSSELLTEMPLE,RUSSELLCLOSE"
3.99,2020-03-19 18:47:19.996577+00,2005-08-27 13:36:53+00,2005-08-19 19:18:53+00,LEON,BOSTIC,734 Tanshui Avenue,GREEK EVERYONE,PG,176,English             ,"BURTDUKAKIS,RIPWINSLET,CATEHARRIS,SISSYSOBIESKI"
0.99,2020-03-19 18:50:02.996577+00,2005-08-21 15:26:36+00,2005-08-19 19:21:36+00,BERNICE,WILLIS,29 Pyongyang Loop,SASSY PACKER,G,154,English             ,"GROUCHOSINATRA,ANGELAWITHERSPOON,LISAMONROE"
3.99,2020-03-19 18:50:34.996577+00,2005-08-27 16:21:08+00,2005-08-19 19:22:08+00,KENT,ARSENAULT,32 Liaocheng Way,DINOSAUR SECRETARY,R,63,English             ,"JAYNENEESON,MINNIEKILMER,BURTDUKAKIS,LUCILLETRACY,PENELOPEMONROE,RUSSELLBACALL"
3.99,2020-03-19 18:51:10.996577+00,2005-08-25 17:39:44+00,2005-08-19 19:22:44+00,FRANKLIN,TROUTMAN,1778 Gijn Manor,WARS PLUTO,G,128,English             ,"MINNIEZELLWEGER,EDGUINESS,MARYTANDY,BURTTEMPLE"
6.99,2020-03-19 18:53:50.996577+00,2005-08-27 19:38:24+00,2005-08-19 19:25:24+00,DORIS,REED,1697 Kowloon and New Kowloon Loop,ALADDIN CALENDAR,NC-17,63,English             ,"RAYJOHANSSON,ROCKDUKAKIS,GRETAMALDEN,JADARYDER,RENEETRACY,VALBOLGER,JUDYDEAN,ALECWAYNE"
7.99,2020-03-19 18:56:47.996577+00,2005-08-27 23:28:21+00,2005-08-19 19:28:21+00,MONICA,HICKS,1752 So Leopoldo Parkway,WORST BANGER,PG,185,English             ,"PARKERGOLDBERG,SPENCERDEPP,KIRSTENAKROYD,MATTHEWCARREY"
10.99,2020-03-19 18:57:14.996577+00,2005-08-28 18:33:48+00,2005-08-19 19:28:48+00,WALLACE,SLONE,1342 Sharja Way,TELEGRAPH VOYAGE,PG,148,English             ,"MICHAELBENING,WOODYHOFFMAN,THORATEMPLE,CARMENHUNT,GINADEGENERES,LUCILLEDEE,VIVIENBASINGER"
4.99,2020-03-19 19:00:14.996577+00,2005-08-21 20:01:48+00,2005-08-19 19:31:48+00,RONNIE,RICKETTS,1889 Valparai Way,BEAUTY GREASE,G,175,English             ,"NICKDEGENERES,MICHAELBENING,CAMERONZELLWEGER,EDMANSFIELD,LUCILLEDEE"
2.99,2020-03-19 19:11:42.996577+00,2005-08-20 15:21:16+00,2005-08-19 19:43:16+00,CLAUDIA,FULLER,346 Skikda Parkway,UPRISING UPTOWN,NC-17,174,English             ,"GENEHOPKINS,WILLWILSON,ANNECRONYN,HARVEYHOPE,BENHARRIS"
9.99,2020-03-19 19:12:26.996577+00,2005-08-27 00:23:00+00,2005-08-19 19:44:00+00,KRISTIN,JOHNSTON,226 Brest Manor,SCORPION APOLLO,NC-17,137,English             ,"MATTHEWJOHANSSON,GROUCHOWILLIAMS,KEVINGARLAND,LIZABERGMAN,SEANGUINESS,HENRYBERRY,JULIAMCQUEEN,BOBFAWCETT"
4.99,2020-03-19 19:20:06.996577+00,2005-08-24 00:22:40+00,2005-08-19 19:51:40+00,MARILYN,ROSS,1888 Kabul Drive,MONEY HAROLD,PG,135,English             ,"GENEWILLIS,ALECWAYNE,IANTANDY,DEBBIEAKROYD,JANEJACKMAN,PENELOPEMONROE,BURTDUKAKIS"
2.99,2020-03-19 19:22:09.996577+00,2005-08-25 00:25:43+00,2005-08-19 19:53:43+00,MONICA,HICKS,1752 So Leopoldo Parkway,MUSSOLINI SPOILERS,G,180,English             ,"JUDYDEAN,VIVIENBERGEN,FAYKILMER,KENNETHPALTROW,OPRAHKILMER,CARYMCCONAUGHEY,DANTORN"
4.99,2020-03-19 19:23:49.996577+00,2005-08-27 19:09:23+00,2005-08-19 19:55:23+00,GINA,WILLIAMSON,1001 Miyakonojo Lane,FACTORY DRAGON,PG-13,144,English             ,"MAEHOFFMAN,SISSYSOBIESKI,MENAHOPPER,MERYLGIBSON,CATEMCQUEEN,HENRYBERRY"
4.99,2020-03-19 19:27:45.996577+00,2005-08-23 20:44:19+00,2005-08-19 19:59:19+00,EARL,SHANKS,168 Cianjur Manor,CAT CONEHEADS,G,112,English             ,"LAURABRODY,RENEEBALL,HELENVOIGHT,ANGELAWITHERSPOON"
0.99,2020-03-19 19:30:47.996577+00,2005-08-23 23:31:21+00,2005-08-19 20:02:21+00,GARY,COY,867 Benin City Avenue,MOON BUNCH,PG,83,English             ,ANNECRONYN
4.99,2020-03-19 19:31:25.996577+00,2005-08-25 22:46:59+00,2005-08-19 20:02:59+00,PHILIP,CAUSEY,954 Lapu-Lapu Way,REQUIEM TYCOON,R,167,English             ,"ANNECRONYN,GRETAKEITEL,JULIANNEDENCH,CHRISBRIDGES,MICHELLEMCCONAUGHEY,JESSICABAILEY,MARYTANDY,MENATEMPLE"
4.99,2020-03-19 19:32:46.996577+00,2005-08-24 19:49:20+00,2005-08-19 20:04:20+00,ALEXANDER,FENNELL,231 Kaliningrad Place,FORRESTER COMANCHEROS,NC-17,112,English             ,"REESEKILMER,SEANGUINESS,KIRKJOVOVICH"
9.99,2020-03-19 19:33:15.996577+00,2005-08-27 00:46:49+00,2005-08-19 20:04:49+00,EDDIE,TOMLIN,1351 Aparecida de Goinia Parkway,TRAP GUYS,G,110,English             ,"WILLIAMHACKMAN,BELAWALKEN,VIVIENBERGEN,HUMPHREYWILLIS,ALBERTNOLTE,KENNETHPESCI,WOODYHOFFMAN"
4.99,2020-03-19 19:33:37.996577+00,2005-08-24 15:05:11+00,2005-08-19 20:05:11+00,LARRY,THRASHER,663 Baha Blanca Parkway,ROSES TREASURE,PG-13,162,English             ,"BURTTEMPLE,MARYKEITEL,HUMPHREYGARLAND,MORGANWILLIAMS,CUBAOLIVIER"
4.99,2020-03-19 19:35:48.996577+00,2005-08-21 20:26:22+00,2005-08-19 20:07:22+00,FLORENCE,WOODS,1532 Dzerzinsk Way,VANILLA DAY,NC-17,122,English             ,"GROUCHODUNST,WHOOPIHURT"
0.99,2020-03-19 19:36:20.996577+00,2005-08-20 16:29:54+00,2005-08-19 20:07:54+00,JAIME,NETTLES,1746 Faaa Way,CROOKED FROGMEN,PG-13,143,English             ,"CHRISTIANGABLE,WILLIAMHACKMAN,LAURENCEBULLOCK,ALBERTJOHANSSON,CATEHARRIS,JOESWANK"
2.99,2020-03-19 19:36:25.996577+00,2005-08-21 16:08:59+00,2005-08-19 20:07:59+00,BOBBIE,CRAIG,86 Higashiosaka Lane,CAUSE DATE,R,179,English             ,"JAYNESILVERSTONE,PENELOPEPINKETT,REESEWEST,DUSTINTAUTOU,JAYNENEESON,WILLIAMHACKMAN"
2.99,2020-03-19 19:37:56.996577+00,2005-08-25 17:37:30+00,2005-08-19 20:09:30+00,MARCIA,DEAN,1479 Rustenburg Boulevard,MUSCLE BRIGHT,G,185,English             ,"JEFFSILVERSTONE,SEANWILLIAMS,MATTHEWLEIGH,MATTHEWCARREY,GROUCHOWILLIAMS"
6.99,2020-03-19 19:41:03.996577+00,2005-08-25 18:56:37+00,2005-08-19 20:12:37+00,JOSEPH,JOY,1354 Siegen Street,TOURIST PELICAN,PG-13,152,English             ,"PENELOPEMONROE,OLYMPIAPFEIFFER,BENHARRIS"
4.99,2020-03-19 19:43:11.996577+00,2005-08-21 02:06:45+00,2005-08-19 20:14:45+00,LENA,JENSEN,1027 Banjul Place,CENTER DINOSAUR,PG,152,English             ,"ALECWAYNE,FAYWINSLET,GEOFFREYHESTON,EDGUINESS"
2.99,2020-03-19 19:47:53.996577+00,2005-08-24 14:22:27+00,2005-08-19 20:19:27+00,KRISTINA,CHAMBERS,544 Tarsus Boulevard,ZOOLANDER FICTION,R,101,English             ,"PENELOPECRONYN,MARYTANDY,JADARYDER,CARMENHUNT,WHOOPIHURT"
4.99,2020-03-19 19:48:01.996577+00,2005-08-21 15:12:35+00,2005-08-19 20:19:35+00,HAROLD,MARTINO,1293 Nam Dinh Way,DOGMA FAMILY,G,122,English             ,"SIDNEYCROWE,GROUCHOSINATRA,HENRYBERRY,RIVERDEAN,GINADEGENERES,KIRKJOVOVICH,CHRISTOPHERWEST"
0.99,2020-03-19 19:48:13.996577+00,2005-08-24 22:25:47+00,2005-08-19 20:19:47+00,VICTORIA,GIBSON,544 Malm Parkway,MOSQUITO ARMAGEDDON,G,57,English             ,"NICKSTALLONE,KIRKJOVOVICH,GOLDIEBRODY,REESEWEST"
1.99,2020-03-19 19:48:37.996577+00,2005-08-25 21:51:11+00,2005-08-19 20:20:11+00,PEGGY,MYERS,733 Mandaluyong Place,BANGER PINOCCHIO,R,113,English             ,"AUDREYBAILEY,JOHNNYLOLLOBRIGIDA,LUCILLETRACY,DUSTINTAUTOU,JAYNENEESON,GENEWILLIS"
4.99,2020-03-19 19:50:13.996577+00,2005-08-26 15:17:47+00,2005-08-19 20:21:47+00,REBECCA,SCOTT,61 Tama Street,ROUGE SQUAD,NC-17,118,English             ,"EWANGOODING,PENELOPEMONROE,JONCHASE,REESEWEST"
2.99,2020-03-19 19:51:45.996577+00,2005-08-24 21:12:19+00,2005-08-19 20:23:19+00,DANIELLE,DANIELS,781 Shimonoseki Drive,ROCKETEER MOTHER,PG-13,178,English             ,"JUDYDEAN,TOMMIRANDA,CHRISBRIDGES,RENEETRACY,WARRENJACKMAN,MERYLALLEN,JAYNESILVERSTONE"
2.99,2020-03-19 19:51:57.996577+00,2005-08-25 21:38:31+00,2005-08-19 20:23:31+00,MARIA,MILLER,900 Santiago de Compostela Parkway,TELEMARK HEARTBREAKERS,PG-13,152,English             ,"VIVIENBASINGER,JAYNENOLTE,SEANGUINESS,HELENVOIGHT,KARLBERRY,GROUCHOSINATRA,SISSYSOBIESKI,HARVEYHOPE,MICHAELBOLGER,GEOFFREYHESTON,JULIAMCQUEEN"
7.99,2020-03-19 19:59:57.996577+00,2005-08-28 23:17:31+00,2005-08-19 20:31:31+00,SYLVIA,ORTIZ,241 Mosul Lane,DARLING BREAKING,PG-13,165,English             ,"JAYNENEESON,FRANCESDAY-LEWIS"
0.99,2020-03-19 20:00:11.996577+00,2005-08-22 00:14:45+00,2005-08-19 20:31:45+00,AMANDA,CARTER,671 Graz Street,CURTAIN VIDEOTAPE,PG-13,133,English             ,"JOESWANK,WALTERTORN,EWANGOODING"
1.99,2020-03-19 20:00:49.996577+00,2005-08-25 21:24:23+00,2005-08-19 20:32:23+00,SIDNEY,BURLESON,1405 Hagonoy Avenue,EVOLUTION ALTER,PG-13,174,English             ,"RAYJOHANSSON,EDGUINESS,GRETAMALDEN,ANGELAWITHERSPOON,ELVISMARX,BURTTEMPLE"
0.99,2020-03-19 20:02:01.996577+00,2005-08-20 21:47:35+00,2005-08-19 20:33:35+00,HARRY,ARCE,1922 Miraj Way,MOON BUNCH,PG,83,English             ,ANNECRONYN
4.99,2020-03-19 20:02:05.996577+00,2005-08-22 20:00:39+00,2005-08-19 20:33:39+00,COLLEEN,BURTON,430 Alessandria Loop,GHOST GROUNDHOG,G,85,English             ,"DANHARRIS,KENNETHTORN,RENEEBALL,RUSSELLTEMPLE,KEVINGARLAND"
0.99,2020-03-19 20:05:24.996577+00,2005-08-22 22:55:58+00,2005-08-19 20:36:58+00,JIM,REA,814 Simferopol Loop,UNFORGIVEN ZOOLANDER,PG,129,English             ,"JENNIFERDAVIS,CUBAOLIVIER,JULIABARRYMORE,NATALIEHOPKINS,HARVEYHOPE,EDGUINESS,MARYKEITEL"
2.99,2020-03-19 20:06:23.996577+00,2005-08-21 17:07:57+00,2005-08-19 20:37:57+00,MICHELLE,CLARK,262 A Corua (La Corua) Parkway,NEMO CAMPUS,NC-17,131,English             ,"SALMANOLTE,KENNETHPESCI,FAYKILMER,JIMMOSTEL,EDMANSFIELD"
7.99,2020-03-19 20:07:07.996577+00,2005-08-28 14:49:41+00,2005-08-19 20:38:41+00,TROY,QUIGLEY,983 Santa F Way,SNATCH SLIPPER,PG,110,English             ,"RITAREYNOLDS,CATEMCQUEEN,SCARLETTBENING"
7.99,2020-03-19 20:07:10.996577+00,2005-08-28 22:22:44+00,2005-08-19 20:38:44+00,EDDIE,TOMLIN,1351 Aparecida de Goinia Parkway,PULP BEVERLY,G,89,English             ,"WARRENNOLTE,SUSANDAVIS,DUSTINTAUTOU,ANGELAWITHERSPOON,KIRSTENPALTROW,WHOOPIHURT,GRETAKEITEL"
4.99,2020-03-19 20:07:17.996577+00,2005-08-23 16:55:51+00,2005-08-19 20:38:51+00,BERNARD,COLBY,495 Bhimavaram Lane,FLAMINGOS CONNECTICUT,PG-13,80,English             ,"JANEJACKMAN,JONCHASE,ALBERTJOHANSSON,TOMMIRANDA,GOLDIEBRODY,RITAREYNOLDS,FAYKILMER,KENNETHTORN,GENEWILLIS"
4.99,2020-03-19 20:08:01.996577+00,2005-08-22 21:38:35+00,2005-08-19 20:39:35+00,MATTIE,HOFFMAN,1497 Yuzhou Drive,VIDEOTAPE ARSENIC,NC-17,145,English             ,"CHRISTOPHERBERRY,RALPHCRUZ,SUSANDAVIS,IANTANDY,RUSSELLCLOSE"
2.99,2020-03-19 20:12:24.996577+00,2005-08-24 19:29:58+00,2005-08-19 20:43:58+00,GARY,COY,867 Benin City Avenue,WISDOM WORKER,R,98,English             ,"LAURABRODY,SUSANDAVIS,JIMMOSTEL,WOODYJOLIE,REESEKILMER,SISSYSOBIESKI,WILLIAMHACKMAN"
2.99,2020-03-19 20:14:36.996577+00,2005-08-24 00:16:10+00,2005-08-19 20:46:10+00,NATHANIEL,ADAM,786 Matsue Way,ANALYZE HOOSIERS,R,181,English             ,"TOMMCKELLEN,TOMMIRANDA,JESSICABAILEY,EDGUINESS,GRETAMALDEN"
4.99,2020-03-19 20:15:15.996577+00,2005-08-27 15:18:49+00,2005-08-19 20:46:49+00,EDWARD,BAUGH,1359 Zhoushan Parkway,DARKNESS WAR,NC-17,99,English             ,"GINADEGENERES,GENEWILLIS"
2.99,2020-03-19 20:21:17.996577+00,2005-08-25 01:38:51+00,2005-08-19 20:52:51+00,MARSHA,DOUGLAS,771 Yaound Manor,ROBBERY BRIGHT,R,134,English             ,"GOLDIEBRODY,WHOOPIHURT"
4.99,2020-03-19 20:30:08.996577+00,2005-08-24 21:20:42+00,2005-08-19 21:01:42+00,SANDRA,MARTIN,360 Toulouse Parkway,TUXEDO MILE,R,152,English             ,"DANTORN,MORGANWILLIAMS,KIRKJOVOVICH"
8.99,2020-03-19 20:31:48.996577+00,2005-08-28 18:27:22+00,2005-08-19 21:03:22+00,RODNEY,MOELLER,1936 Lapu-Lapu Parkway,CINCINATTI WHISPERER,NC-17,143,English             ,"JULIANNEDENCH,CUBAALLEN,RUSSELLBACALL,ANNECRONYN"
5.99,2020-03-19 20:32:12.996577+00,2005-08-28 18:19:46+00,2005-08-19 21:03:46+00,HELEN,HARRIS,419 Iligan Lane,DATE SPEED,R,104,English             ,"KARLBERRY,KEVINBLOOM,JUDECRUISE,RIPWINSLET"
4.99,2020-03-19 20:33:45.996577+00,2005-08-21 22:53:19+00,2005-08-19 21:05:19+00,JANET,PHILLIPS,1718 Valencia Street,MERMAID INSECTS,NC-17,104,English             ,"WARRENJACKMAN,SPENCERPECK,FRANCESDAY-LEWIS,EWANGOODING,GEOFFREYHESTON,MARYKEITEL"
0.99,2020-03-19 20:34:06.996577+00,2005-08-22 00:31:40+00,2005-08-19 21:05:40+00,MARILYN,ROSS,1888 Kabul Drive,ALAMO VIDEOTAPE,G,126,English             ,"MICHAELBENING,SEANGUINESS,SCARLETTDAMON,JOHNNYCAGE"
0.99,2020-03-19 20:34:35.996577+00,2005-08-23 22:26:09+00,2005-08-19 21:06:09+00,BRAD,MCCURDY,608 Birgunj Parkway,TRAMP OTHERS,PG,171,English             ,"RIVERDEAN,BELAWALKEN,SIDNEYCROWE,RIPCRAWFORD,JADARYDER,RENEEBALL"
7.99,2020-03-19 20:35:01.996577+00,2005-08-29 00:11:35+00,2005-08-19 21:06:35+00,CARLOS,COUGHLIN,97 Mogiljov Lane,STEPMOM DREAM,NC-17,48,English             ,"DEBBIEAKROYD,MICHAELBOLGER,ANGELAWITHERSPOON,WALTERTORN"
0.99,2020-03-19 20:37:14.996577+00,2005-08-23 02:24:48+00,2005-08-19 21:08:48+00,LEONARD,SCHOFIELD,88 Nagaon Manor,ROMAN PUNK,NC-17,81,English             ,"WARRENNOLTE,JIMMOSTEL"
4.99,2020-03-19 20:37:54.996577+00,2005-08-25 19:25:28+00,2005-08-19 21:09:28+00,MICHELLE,CLARK,262 A Corua (La Corua) Parkway,KNOCK WARLOCK,PG-13,71,English             ,"CUBAOLIVIER,AUDREYOLIVIER,WOODYHOFFMAN,REESEKILMER,TOMMIRANDA,JUDECRUISE"
4.99,2020-03-19 20:40:10.996577+00,2005-08-20 22:27:44+00,2005-08-19 21:11:44+00,DANA,HART,1089 Iwatsuki Avenue,IRON MOON,PG,46,English             ,"RAYJOHANSSON,HUMPHREYWILLIS,HARVEYHOPE,CHRISDEPP,FRANCESTOMEI,GROUCHODUNST,HELENVOIGHT,ANNECRONYN"
3.99,2020-03-19 20:44:42.996577+00,2005-08-25 18:01:16+00,2005-08-19 21:16:16+00,AMBER,DIXON,1029 Dzerzinsk Manor,BUTTERFLY CHOCOLAT,G,89,English             ,"BURTTEMPLE,NICKSTALLONE,EDGUINESS,LISAMONROE,MARYKEITEL,KIMALLEN,MENATEMPLE"
4.99,2020-03-19 20:45:19.996577+00,2005-08-22 21:28:53+00,2005-08-19 21:16:53+00,STEVE,MACKENZIE,154 Oshawa Manor,RECORDS ZORRO,PG,182,English             ,"MORGANHOPKINS,CHRISTOPHERWEST,JAYNENEESON,BENWILLIS,RITAREYNOLDS,EWANGOODING,MERYLALLEN,WILLIAMHACKMAN"
8.99,2020-03-19 20:46:33.996577+00,2005-08-27 18:23:07+00,2005-08-19 21:18:07+00,LINDA,WILLIAMS,692 Joliet Street,RAGING AIRPLANE,R,154,English             ,"JOHNSUVARI,BOBFAWCETT,MINNIEZELLWEGER"
0.99,2020-03-19 20:47:08.996577+00,2005-08-23 15:29:42+00,2005-08-19 21:18:42+00,VINCENT,RALSTON,397 Sunnyvale Avenue,BOUND CHEAPER,PG,98,English             ,"KARLBERRY,CUBAOLIVIER"
4.99,2020-03-19 20:49:15.996577+00,2005-08-28 20:21:49+00,2005-08-19 21:20:49+00,ANA,BRADLEY,682 Garden Grove Place,FROST HEAD,PG,82,English             ,"CATEHARRIS,LAURENCEBULLOCK,EDCHASE,CARMENHUNT,RALPHCRUZ,GENEHOPKINS,FAYWINSLET"
2.99,2020-03-19 20:50:27.996577+00,2005-08-22 17:16:01+00,2005-08-19 21:22:01+00,CINDY,FISHER,1079 Tel Aviv-Jaffa Boulevard,PATTON INTERVIEW,PG,175,English             ,"HENRYBERRY,JOHNNYLOLLOBRIGIDA,WHOOPIHURT,CATEMCQUEEN,SEANWILLIAMS,MICHAELBOLGER,RIPWINSLET,TOMMIRANDA,GEOFFREYHESTON"
0.99,2020-03-19 20:54:52.996577+00,2005-08-22 15:34:26+00,2005-08-19 21:26:26+00,MONICA,HICKS,1752 So Leopoldo Parkway,MAJESTIC FLOATS,PG,130,English             ,"EDMANSFIELD,JULIAZELLWEGER,NATALIEHOPKINS,GROUCHOSINATRA,JOESWANK"
4.99,2020-03-19 21:03:17.996577+00,2005-08-21 02:30:51+00,2005-08-19 21:34:51+00,ISAAC,OGLESBY,186 Skikda Lane,NAME DETECTIVE,PG-13,178,English             ,"WARRENJACKMAN,CATEMCQUEEN,JOHNSUVARI"
2.99,2020-03-19 21:04:52.996577+00,2005-08-22 00:52:26+00,2005-08-19 21:36:26+00,KRISTIN,JOHNSTON,226 Brest Manor,CROSSROADS CASUALTIES,G,153,English             ,"KENNETHTORN,MERYLGIBSON,EDGUINESS,KENNETHPESCI,BETTENICHOLSON,FRANCESTOMEI,EDMANSFIELD,RUSSELLTEMPLE"
3.99,2020-03-19 21:10:10.996577+00,2005-08-26 17:05:44+00,2005-08-19 21:41:44+00,RITA,GRAHAM,1386 Yangor Avenue,FICTION CHRISTMAS,PG,72,English             ,"CUBAALLEN,KEVINBLOOM,ALECWAYNE,MARYKEITEL,ADAMHOPPER,LISAMONROE,MATTHEWCARREY,ROCKDUKAKIS"
4.99,2020-03-19 21:12:04.996577+00,2005-08-26 17:29:38+00,2005-08-19 21:43:38+00,MICHELLE,CLARK,262 A Corua (La Corua) Parkway,WEEKEND PERSONAL,R,134,English             ,"EDCHASE,JIMMOSTEL,FREDCOSTNER,JULIAMCQUEEN,VIVIENBASINGER,REESEWEST,HUMPHREYGARLAND,SPENCERDEPP,SYLVESTERDERN,GRETAMALDEN"
5.99,2020-03-19 21:15:01.996577+00,2005-08-26 17:06:35+00,2005-08-19 21:46:35+00,STANLEY,SCROGGINS,1266 Laredo Parkway,NATIONAL STORY,NC-17,92,English             ,"JENNIFERDAVIS,RAYJOHANSSON,RITAREYNOLDS,GRETAMALDEN,WILLIAMHACKMAN,JAMESPITT,VIVIENBASINGER"
3.99,2020-03-19 21:15:12.996577+00,2005-08-24 21:52:46+00,2005-08-19 21:46:46+00,SHAWN,HEATON,1337 Mit Ghamr Avenue,FORREST SONS,R,63,English             ,"WALTERTORN,RIPCRAWFORD,EDCHASE,MARYKEITEL,DARYLWAHLBERG"
4.99,2020-03-19 21:16:00.996577+00,2005-08-21 01:50:34+00,2005-08-19 21:47:34+00,BARRY,LOVELACE,1836 Korla Parkway,TORQUE BOUND,G,179,English             ,"KENNETHHOFFMAN,ADAMHOPPER,UMAWOOD,NATALIEHOPKINS,GENEHOPKINS"
